# Time(days) Flux(e/s)
3327.001801 0.928097
3327.004116 0.911121
3327.006430 0.887677
3327.008745 0.864620
3327.011060 0.843155
3327.013375 0.823936
3327.015690 0.808736
3327.018005 0.799108
3327.020319 0.786261
3327.022634 0.783571
3327.024949 0.784306
3327.027264 0.784207
3327.029579 0.775793
3327.031894 0.774041
3327.034209 0.771942
3327.036523 0.775749
3327.038838 0.775833
3327.041153 0.773989
3327.043468 0.779626
3327.045783 0.779885
3327.048098 0.780722
3327.050412 0.784869
3327.052727 0.795977
3327.055042 0.816016
3327.057357 0.829578
3327.059672 0.850586
3327.061987 0.871279
3327.064301 0.892435
3327.066616 0.911504
3327.068931 0.924253
3327.071246 0.943511
3327.073561 0.965136
3327.075876 0.977425
3327.078191 0.990814
3327.080505 1.002430
3327.082820 1.020481
3327.085135 1.027012
3327.087450 1.037940
3327.089765 1.044782
3327.092080 1.055816
3327.094394 1.070879
3327.096709 1.078447
3327.099024 1.085892
3327.101339 1.098528
3327.103654 1.102922
3327.105969 1.105400
3327.108283 1.112841
3327.110598 1.108570
3327.112913 1.118082
3327.115228 1.123362
3327.117543 1.121157
3327.119858 1.117475
3327.122172 1.123694
3327.124487 1.113461
3327.126802 1.104195
3327.129117 1.111366
3327.131432 1.107735
3327.133747 1.100784
3327.136062 1.095403
3327.138376 1.086750
3327.140691 1.075828
3327.143006 1.062278
3327.145321 1.057076
3327.147636 1.055535
3327.149951 1.042539
3327.152265 1.033714
3327.154580 1.020883
3327.156895 1.006899
3327.159210 0.994349
3327.161525 0.997285
3327.163840 0.970947
3327.166154 0.959882
3327.168469 0.943415
3327.170784 0.928153
3327.173099 0.899741
3327.175414 0.880486
3327.177729 0.859559
3327.180044 0.836648
3327.182358 0.812200
3327.184673 0.803255
3327.186988 0.779496
3327.189303 0.791737
3327.191618 0.791477
3327.193933 0.785282
3327.196247 0.794547
3327.198562 0.783146
3327.200877 0.788226
3327.203192 0.786977
3327.205507 0.792092
3327.207822 0.795856
3327.210136 0.788638
3327.212451 0.791124
3327.214766 0.790994
3327.217081 0.792766
3327.219396 0.787848
3327.221711 0.803888
3327.224026 0.808945
3327.226340 0.830754
3327.228655 0.852199
3327.230970 0.880162
3327.233285 0.903588
3327.235600 0.923941
3327.237915 0.941789
3327.240229 0.962222
3327.242544 0.987485
3327.244859 0.990533
3327.247174 1.020074
3327.249489 1.019961
3327.251804 1.043015
3327.254118 1.051959
3327.256433 1.059385
3327.258748 1.072065
3327.261063 1.076821
3327.263378 1.091121
3327.265693 1.102555
3327.268007 1.113518
3327.270322 1.118428
3327.272637 1.124328
3327.274952 1.135409
3327.277267 1.145370
3327.279582 1.146062
3327.281897 1.145173
3327.284211 1.147883
3327.286526 1.147156
3327.288841 1.159535
3327.291156 1.154261
3327.293471 1.159927
3327.295786 1.147658
3327.298100 1.148276
3327.300415 1.156882
3327.302730 1.140319
3327.305045 1.141242
3327.307360 1.118758
3327.309675 1.118386
3327.311989 1.110942
3327.314304 1.093822
3327.316619 1.091684
3327.318934 1.085137
3327.321249 1.069794
3327.323564 1.058161
3327.325878 1.046914
3327.328193 1.027739
3327.330508 1.009788
3327.332823 0.996954
3327.335138 0.986277
3327.337453 0.966650
3327.339768 0.946576
3327.342082 0.937693
3327.344397 0.901702
3327.346712 0.884578
3327.349027 0.866421
3327.351342 0.844548
3327.353657 0.829408
3327.355971 0.800007
3327.358286 0.807858
3327.360601 0.795427
3327.362916 0.787637
3327.365231 0.792892
3327.367546 0.778988
3327.369860 0.784756
3327.372175 0.780563
3327.374490 0.789190
3327.376805 0.783821
3327.379120 0.784382
3327.381435 0.781696
3327.383750 0.797976
3327.386064 0.784065
3327.388379 0.795701
3327.390694 0.793866
3327.393009 0.818490
3327.395324 0.829747
3327.397639 0.840435
3327.399953 0.865679
3327.402268 0.886388
3327.404583 0.903030
3327.406898 0.925929
3327.409213 0.945544
3327.411528 0.956823
3327.413842 0.972956
3327.416157 0.994491
3327.418472 1.006046
3327.420787 1.022020
3327.423102 1.031179
3327.425417 1.033452
3327.427731 1.056730
3327.430046 1.065357
3327.432361 1.065883
3327.434676 1.079967
3327.436991 1.087736
3327.439306 1.095810
3327.441621 1.100986
3327.443935 1.108768
3327.446250 1.127678
3327.448565 1.115712
3327.450880 1.120732
3327.453195 1.128069
3327.455510 1.123507
3327.457824 1.125652
3327.460139 1.125643
3327.462454 1.119826
3327.464769 1.122392
3327.467084 1.119190
3327.469399 1.118035
3327.471713 1.102426
3327.474028 1.094484
3327.476343 1.093895
3327.478658 1.075976
3327.480973 1.070519
3327.483288 1.060333
3327.485602 1.057099
3327.487917 1.057882
3327.490232 1.043698
3327.492547 1.035362
3327.494862 1.037904
3327.497177 1.008280
3327.499492 1.001424
3327.501806 0.972972
3327.504121 0.965759
3327.506436 0.951818
3327.508751 0.945327
3327.511066 0.921461
3327.513381 0.899378
3327.515695 0.878696
3327.518010 0.843992
3327.520325 0.840155
3327.522640 0.818098
3327.524955 0.800613
3327.527270 0.799311
3327.529584 0.782585
3327.531899 0.795484
3327.534214 0.792091
3327.536529 0.798351
3327.538844 0.782646
3327.541159 0.800026
3327.543473 0.791385
3327.545788 0.781982
3327.548103 0.797077
3327.550418 0.789759
3327.552733 0.792250
3327.555048 0.797385
3327.557363 0.796449
3327.559677 0.798075
3327.561992 0.799533
3327.564307 0.812060
3327.566622 0.840792
3327.568937 0.852892
3327.571252 0.888058
3327.573566 0.914543
3327.575881 0.943294
3327.578196 0.951440
3327.580511 0.972707
3327.582826 0.983846
3327.585141 1.006320
3327.587455 1.024944
3327.589770 1.033281
3327.592085 1.044524
3327.594400 1.063839
3327.596715 1.065095
3327.599030 1.082765
3327.601344 1.094251
3327.603659 1.101536
3327.605974 1.114383
3327.608289 1.115012
3327.610604 1.115126
3327.612919 1.128716
3327.615234 1.131380
3327.617548 1.138816
3327.619863 1.153634
3327.622178 1.147425
3327.624493 1.143170
3327.626808 1.152701
3327.629123 1.161154
3327.631437 1.168387
3327.633752 1.146570
3327.636067 1.147765
3327.638382 1.147729
3327.640697 1.142038
3327.643012 1.135888
3327.645326 1.134283
3327.647641 1.125906
3327.649956 1.129118
3327.652271 1.118331
3327.654586 1.108094
3327.656901 1.080524
3327.659215 1.073873
3327.661530 1.063186
3327.663845 1.054489
3327.666160 1.030598
3327.668475 1.019750
3327.670790 1.010840
3327.673105 0.999031
3327.675419 0.986142
3327.677734 0.968375
3327.680049 0.947671
3327.682364 0.924752
3327.684679 0.901861
3327.686994 0.877142
3327.689308 0.855862
3327.691623 0.846360
3327.693938 0.823394
3327.696253 0.803367
3327.698568 0.799734
3327.700883 0.792777
3327.703197 0.776819
3327.705512 0.778939
3327.707827 0.776778
3327.710142 0.781617
3327.712457 0.794062
3327.714772 0.765585
3327.717086 0.770641
3327.719401 0.777522
3327.721716 0.781110
3327.724031 0.791953
3327.726346 0.794541
3327.728661 0.794885
3327.730976 0.805117
3327.733290 0.818276
3327.735605 0.825987
3327.737920 0.855581
3327.740235 0.876547
3327.742550 0.899680
3327.744865 0.914510
3327.747179 0.936979
3327.749494 0.952709
3327.751809 0.965285
3327.754124 0.982179
3327.756439 1.001988
3327.758754 0.999441
3327.761068 1.031667
3327.763383 1.033254
3327.765698 1.040493
3327.768013 1.060194
3327.770328 1.065143
3327.772643 1.074263
3327.774957 1.074327
3327.777272 1.090422
3327.779587 1.091946
3327.781902 1.105644
3327.784217 1.106768
3327.786532 1.107279
3327.788847 1.120662
3327.791161 1.119459
3327.793476 1.114049
3327.795791 1.105737
3327.798106 1.122139
3327.800421 1.121810
3327.802736 1.126921
3327.805050 1.112664
3327.807365 1.118754
3327.809680 1.112263
3327.811995 1.109905
3327.814310 1.090386
3327.816625 1.090284
3327.818939 1.067196
3327.821254 1.060702
3327.823569 1.058731
3327.825884 1.051114
3327.828199 1.043158
3327.830514 1.036994
3327.832828 1.018022
3327.835143 1.011201
3327.837458 1.002733
3327.839773 0.996961
3327.842088 0.972501
3327.844403 0.970575
3327.846718 0.950545
3327.849032 0.922348
3327.851347 0.908226
3327.853662 0.888847
3327.855977 0.865507
3327.858292 0.852653
3327.860607 0.824081
3327.862921 0.797957
3327.865236 0.792404
3327.867551 0.803120
3327.869866 0.791077
3327.872181 0.789636
3327.874496 0.795949
3327.876810 0.791823
3327.879125 0.787519
3327.881440 0.780657
3327.883755 0.787441
3327.886070 0.793763
3327.888385 0.797138
3327.890699 0.783628
3327.893014 0.796146
3327.895329 0.791090
3327.897644 0.796715
3327.899959 0.792332
3327.902274 0.807623
3327.904589 0.823340
3327.906903 0.843667
3327.909218 0.866277
3327.911533 0.906280
3327.913848 0.916869
3327.916163 0.940276
3327.918478 0.954142
3327.920792 0.979130
3327.923107 1.012958
3327.925422 1.025195
3327.927737 1.020802
3327.930052 1.037007
3327.932367 1.048537
3327.934681 1.065602
3327.936996 1.065475
3327.939311 1.081179
3327.941626 1.087269
3327.943941 1.091849
3327.946256 1.101652
3327.948570 1.127383
3327.950885 1.138617
3327.953200 1.132362
3327.955515 1.143781
3327.957830 1.160166
3327.960145 1.147039
3327.962460 1.148969
3327.964774 1.159731
3327.967089 1.153377
3327.969404 1.162310
3327.971719 1.164121
3327.974034 1.159146
3327.976349 1.147421
3327.978663 1.149665
3327.980978 1.147466
3327.983293 1.145589
3327.985608 1.126870
3327.987923 1.123314
3327.990238 1.115944
3327.992552 1.103558
3327.994867 1.092872
3327.997182 1.086291
3327.999497 1.071850
3328.001812 1.050673
3328.004127 1.053052
3328.006441 1.033610
3328.008756 1.022312
3328.011071 0.995585
3328.013386 0.983385
3328.015701 0.964037
3328.018016 0.943452
3328.020331 0.932801
3328.022645 0.921611
3328.024960 0.882924
3328.027275 0.878136
3328.029590 0.854374
3328.031905 0.830990
3328.034220 0.810908
3328.036534 0.792369
3328.038849 0.799562
3328.041164 0.794630
3328.043479 0.784105
3328.045794 0.786542
3328.048109 0.777469
3328.050423 0.787979
3328.052738 0.775968
3328.055053 0.779323
3328.057368 0.783370
3328.059683 0.783604
3328.061998 0.782736
3328.064312 0.779632
3328.066627 0.789385
3328.068942 0.791283
3328.071257 0.815871
3328.073572 0.821494
3328.075887 0.835959
3328.078202 0.863119
3328.080516 0.888067
3328.082831 0.896725
3328.085146 0.916392
3328.087461 0.927089
3328.089776 0.950327
3328.092091 0.974006
3328.094405 0.984520
3328.096720 1.000814
3328.099035 1.011205
3328.101350 1.033462
3328.103665 1.043097
3328.105980 1.048954
3328.108294 1.054828
3328.110609 1.070389
3328.112924 1.071102
3328.115239 1.078678
3328.117554 1.087307
3328.119869 1.104428
3328.122183 1.105650
3328.124498 1.110994
3328.126813 1.113380
3328.129128 1.120359
3328.131443 1.121195
3328.133758 1.123683
3328.136073 1.123110
3328.138387 1.128723
3328.140702 1.124259
3328.143017 1.115161
3328.145332 1.118219
3328.147647 1.109164
3328.149962 1.108035
3328.152276 1.110726
3328.154591 1.085922
3328.156906 1.090496
3328.159221 1.079377
3328.161536 1.061973
3328.163851 1.065355
3328.166165 1.045364
3328.168480 1.046832
3328.170795 1.028119
3328.173110 1.024041
3328.175425 1.008951
3328.177740 1.001576
3328.180054 0.989348
3328.182369 0.977340
3328.184684 0.959354
3328.186999 0.942658
3328.189314 0.919384
3328.191629 0.901424
3328.193944 0.879780
3328.196258 0.858870
3328.198573 0.840479
3328.200888 0.822720
3328.203203 0.805215
3328.205518 0.792172
3328.207833 0.789626
3328.210147 0.791264
3328.212462 0.795311
3328.214777 0.786406
3328.217092 0.791012
3328.219407 0.784621
3328.221722 0.785423
3328.224036 0.792439
3328.226351 0.792601
3328.228666 0.793980
3328.230981 0.796272
3328.233296 0.796593
3328.235611 0.800337
3328.237925 0.795019
3328.240240 0.796376
3328.242555 0.814467
3328.244870 0.833430
3328.247185 0.857816
3328.249500 0.881366
3328.251815 0.908302
3328.254129 0.928331
3328.256444 0.945923
3328.258759 0.970484
3328.261074 0.990076
3328.263389 1.018220
3328.265704 1.017283
3328.268018 1.033399
3328.270333 1.040928
3328.272648 1.057428
3328.274963 1.066917
3328.277278 1.076878
3328.279593 1.086730
3328.281907 1.105359
3328.284222 1.098978
3328.286537 1.114572
3328.288852 1.120603
3328.291167 1.137690
3328.293482 1.134370
3328.295796 1.139389
3328.298111 1.143915
3328.300426 1.150047
3328.302741 1.164780
3328.305056 1.155322
3328.307371 1.155432
3328.309686 1.168536
3328.312000 1.155910
3328.314315 1.161754
3328.316630 1.154360
3328.318945 1.144746
3328.321260 1.148543
3328.323575 1.136453
3328.325889 1.134687
3328.328204 1.116776
3328.330519 1.118754
3328.332834 1.103698
3328.335149 1.100182
3328.337464 1.082004
3328.339778 1.068577
3328.342093 1.056713
3328.344408 1.047623
3328.346723 1.027279
3328.349038 1.013711
3328.351353 0.992252
3328.353668 0.986713
3328.355982 0.962361
3328.358297 0.947850
3328.360612 0.923379
3328.362927 0.913126
3328.365242 0.886189
3328.367557 0.861900
3328.369871 0.847042
3328.372186 0.822311
3328.374501 0.809645
3328.376816 0.796157
3328.379131 0.794225
3328.381446 0.788539
3328.383760 0.788303
3328.386075 0.786286
3328.388390 0.782355
3328.390705 0.781114
3328.393020 0.779596
3328.395335 0.784001
3328.397649 0.772728
3328.399964 0.780180
3328.402279 0.779814
3328.404594 0.788593
3328.406909 0.793161
3328.409224 0.795940
3328.411539 0.812408
3328.413853 0.831899
3328.416168 0.837721
3328.418483 0.867596
3328.420798 0.872497
3328.423113 0.908567
3328.425428 0.923571
3328.427742 0.941592
3328.430057 0.961345
3328.432372 0.975336
3328.434687 0.996507
3328.437002 1.001891
3328.439317 1.018388
3328.441631 1.038816
3328.443946 1.038780
3328.446261 1.046196
3328.448576 1.064867
3328.450891 1.074402
3328.453206 1.075282
3328.455520 1.080613
3328.457835 1.100618
3328.460150 1.097021
3328.462465 1.100936
3328.464780 1.116375
3328.467095 1.119206
3328.469410 1.119820
3328.471724 1.117376
3328.474039 1.126311
3328.476354 1.116624
3328.478669 1.124893
3328.480984 1.124135
3328.483299 1.109855
3328.485613 1.114453
3328.487928 1.105690
3328.490243 1.104464
3328.492558 1.095489
3328.494873 1.088317
3328.497188 1.079858
3328.499502 1.071666
3328.501817 1.067891
3328.504132 1.062015
3328.506447 1.042241
3328.508762 1.042888
3328.511077 1.028701
3328.513391 1.015338
3328.515706 1.014594
3328.518021 0.999436
3328.520336 0.981616
3328.522651 0.972077
3328.524966 0.948179
3328.527281 0.937501
3328.529595 0.910751
3328.531910 0.893913
3328.534225 0.873020
3328.536540 0.856476
3328.538855 0.825600
3328.541170 0.810378
3328.543484 0.801299
3328.545799 0.798504
3328.548114 0.791937
3328.550429 0.793808
3328.552744 0.792227
3328.555059 0.785405
3328.557373 0.787197
3328.559688 0.789366
3328.562003 0.792787
3328.564318 0.796394
3328.566633 0.790676
3328.568948 0.794750
3328.571263 0.785558
3328.573577 0.792087
3328.575892 0.800491
3328.578207 0.789293
3328.580522 0.797872
3328.582837 0.825418
3328.585152 0.846299
3328.587466 0.866615
3328.589781 0.894419
3328.592096 0.912854
3328.594411 0.939260
3328.596726 0.962468
3328.599041 0.974163
3328.601355 0.994369
3328.603670 1.013489
3328.605985 1.027807
3328.608300 1.034949
3328.610615 1.050979
3328.612930 1.061141
3328.615244 1.067381
3328.617559 1.085992
3328.619874 1.089493
3328.622189 1.100468
3328.624504 1.112913
3328.626819 1.114406
3328.629134 1.123350
3328.631448 1.138045
3328.633763 1.144036
3328.636078 1.148279
3328.638393 1.151874
3328.640708 1.156248
3328.643023 1.155870
3328.645337 1.155984
3328.647652 1.168055
3328.649967 1.162147
3328.652282 1.155269
3328.654597 1.148774
3328.656912 1.149404
3328.659226 1.141053
3328.661541 1.131085
3328.663856 1.135550
3328.666171 1.122278
3328.668486 1.117358
3328.670801 1.103975
3328.673116 1.086891
3328.675430 1.094180
3328.677745 1.078618
3328.680060 1.064562
3328.682375 1.055224
3328.684690 1.038248
3328.687005 1.019198
3328.689319 1.010646
3328.691634 0.999464
3328.693949 0.977489
3328.696264 0.962231
3328.698579 0.935637
3328.700894 0.908764
3328.703208 0.900204
3328.705523 0.879790
3328.707838 0.851111
3328.710153 0.832346
3328.712468 0.814313
3328.714783 0.810615
3328.717097 0.798412
3328.719412 0.791759
3328.721727 0.790244
3328.724042 0.775225
3328.726357 0.786093
3328.728672 0.782430
3328.730987 0.780349
3328.733301 0.782649
3328.735616 0.774223
3328.737931 0.778945
3328.740246 0.780973
3328.742561 0.786974
3328.744876 0.790883
3328.747190 0.789185
3328.749505 0.797877
3328.751820 0.812473
3328.754135 0.838937
3328.756450 0.861861
3328.758765 0.879631
3328.761079 0.890998
3328.763394 0.914359
3328.765709 0.935303
3328.768024 0.949307
3328.770339 0.965637
3328.772654 0.980115
3328.774969 0.994225
3328.777283 1.013707
3328.779598 1.020230
3328.781913 1.034356
3328.784228 1.042842
3328.786543 1.057085
3328.788858 1.064058
3328.791172 1.075988
3328.793487 1.082274
3328.795802 1.093434
3328.798117 1.090157
3328.800432 1.099770
3328.802747 1.105142
3328.805061 1.123800
3328.807376 1.104116
3328.809691 1.115940
3328.812006 1.118195
3328.814321 1.120674
3328.816636 1.124714
3328.818950 1.125231
3328.821265 1.120820
3328.823580 1.116014
3328.825895 1.107706
3328.828210 1.110537
3328.830525 1.106624
3328.832840 1.098901
3328.835154 1.092030
3328.837469 1.082888
3328.839784 1.078527
3328.842099 1.055128
3328.844414 1.048667
3328.846729 1.041475
3328.849043 1.034933
3328.851358 1.027559
3328.853673 1.011131
3328.855988 1.011609
3328.858303 0.994051
3328.860618 0.971917
3328.862932 0.954795
3328.865247 0.944115
3328.867562 0.930999
3328.869877 0.907974
3328.872192 0.890347
3328.874507 0.865953
3328.876822 0.842444
3328.879136 0.822191
3328.881451 0.813470
3328.883766 0.797204
3328.886081 0.789418
3328.888396 0.788617
3328.890711 0.792310
3328.893025 0.790552
3328.895340 0.789378
3328.897655 0.785122
3328.899970 0.793980
3328.902285 0.793121
3328.904600 0.795285
3328.906914 0.795747
3328.909229 0.791645
3328.911544 0.797141
3328.913859 0.792292
3328.916174 0.791831
3328.918489 0.795212
3328.920804 0.806379
3328.923118 0.830568
3328.925433 0.854759
3328.927748 0.875667
3328.930063 0.898250
3328.932378 0.925885
3328.934693 0.943801
3328.937007 0.957150
3328.939322 0.980775
3328.941637 0.997696
3328.943952 1.014129
3328.946267 1.034405
3328.948582 1.047067
3328.950896 1.054893
3328.953211 1.061777
3328.955526 1.081350
3328.957841 1.080474
3328.960156 1.090846
3328.962471 1.100303
3328.964785 1.112292
3328.967100 1.118030
3328.969415 1.125968
3328.971730 1.135937
3328.974045 1.140597
3328.976360 1.144280
3328.978675 1.152966
3328.980989 1.159392
3328.983304 1.155473
3328.985619 1.157485
3328.987934 1.157973
3328.990249 1.162907
3328.992564 1.157101
3328.994878 1.155570
3328.997193 1.144657
3328.999508 1.139346
3329.001823 1.135843
3329.004138 1.127829
3329.006453 1.129945
3329.008767 1.122130
3329.011082 1.108922
3329.013397 1.097889
3329.015712 1.088290
3329.018027 1.083470
3329.020342 1.060404
3329.022657 1.056682
3329.024971 1.032378
3329.027286 1.017227
3329.029601 0.994030
3329.031916 0.983471
3329.034231 0.967810
3329.036546 0.956670
3329.038860 0.927930
3329.041175 0.908121
3329.043490 0.887311
3329.045805 0.867831
3329.048120 0.848415
3329.050435 0.828099
3329.052749 0.812866
3329.055064 0.800504
3329.057379 0.794928
3329.059694 0.787579
3329.062009 0.786173
3329.064324 0.779208
3329.066639 0.783184
3329.068953 0.783099
3329.071268 0.775027
3329.073583 0.773780
3329.075898 0.782372
3329.078213 0.783303
3329.080528 0.786075
3329.082842 0.790764
3329.085157 0.788892
3329.087472 0.791044
3329.089787 0.806210
3329.092102 0.815979
3329.094417 0.842487
3329.096731 0.857927
3329.099046 0.886613
3329.101361 0.895119
3329.103676 0.917348
3329.105991 0.939041
3329.108306 0.953826
3329.110621 0.969930
3329.112935 0.984421
3329.115250 1.006688
3329.117565 1.012100
3329.119880 1.029622
3329.122195 1.034750
3329.124510 1.046626
3329.126824 1.057442
3329.129139 1.060426
3329.131454 1.074313
3329.133769 1.082223
3329.136084 1.090956
3329.138399 1.106151
3329.140713 1.102743
3329.143028 1.105550
3329.145343 1.109936
3329.147658 1.115808
3329.149973 1.120150
3329.152288 1.120976
3329.154603 1.118130
3329.156917 1.124038
3329.159232 1.121670
3329.161547 1.117588
3329.163862 1.119220
3329.166177 1.109547
3329.168492 1.107878
3329.170806 1.100190
3329.173121 1.096297
3329.175436 1.087768
3329.177751 1.080350
3329.180066 1.075987
3329.182381 1.066345
3329.184695 1.049334
3329.187010 1.036827
3329.189325 1.027139
3329.191640 1.021368
3329.193955 1.010109
3329.196270 0.994815
3329.198585 0.983238
3329.200899 0.970649
3329.203214 0.961195
3329.205529 0.938138
3329.207844 0.917034
3329.210159 0.891250
3329.212474 0.873364
3329.214788 0.857516
3329.217103 0.831598
3329.219418 0.815838
3329.221733 0.800683
3329.224048 0.783925
3329.226363 0.790727
3329.228677 0.791765
3329.230992 0.791045
3329.233307 0.794659
3329.235622 0.793190
3329.237937 0.796502
3329.240252 0.795303
3329.242567 0.789598
3329.244881 0.783384
3329.247196 0.790010
3329.249511 0.787344
3329.251826 0.792938
3329.254141 0.796460
3329.256456 0.791379
3329.258770 0.802566
3329.261085 0.811646
3329.263400 0.841908
3329.265715 0.862929
3329.268030 0.881065
3329.270345 0.913657
3329.272659 0.922030
3329.274974 0.951610
3329.277289 0.985825
3329.279604 0.988320
3329.281919 1.002732
3329.284234 1.022691
3329.286549 1.039907
3329.288863 1.051761
3329.291178 1.061092
3329.293493 1.068479
3329.295808 1.078808
3329.298123 1.094320
3329.300438 1.104272
3329.302752 1.104198
3329.305067 1.112316
3329.307382 1.124951
3329.309697 1.134967
3329.312012 1.142100
3329.314327 1.141352
3329.316641 1.152981
3329.318956 1.154088
3329.321271 1.154022
3329.323586 1.154593
3329.325901 1.157310
3329.328216 1.164113
3329.330531 1.158983
3329.332845 1.159058
3329.335160 1.154151
3329.337475 1.144752
3329.339790 1.139902
3329.342105 1.132521
3329.344420 1.135512
3329.346734 1.119832
3329.349049 1.113132
3329.351364 1.106445
3329.353679 1.094880
3329.355994 1.078812
3329.358309 1.071139
3329.360623 1.057004
3329.362938 1.041575
3329.365253 1.030919
3329.367568 1.007355
3329.369883 1.001765
3329.372198 0.986403
3329.374513 0.962615
3329.376827 0.944344
3329.379142 0.924173
3329.381457 0.907760
3329.383772 0.877442
3329.386087 0.863688
3329.388402 0.839449
3329.390716 0.818657
3329.393031 0.807894
3329.395346 0.795322
3329.397661 0.799527
3329.399976 0.787515
3329.402291 0.780718
3329.404606 0.780894
3329.406920 0.774623
3329.409235 0.774755
3329.411550 0.780911
3329.413865 0.774745
3329.416180 0.777157
3329.418495 0.777503
3329.420809 0.783242
3329.423124 0.782385
3329.425439 0.781067
3329.427754 0.796031
3329.430069 0.813123
3329.432384 0.830419
3329.434698 0.849353
3329.437013 0.872375
3329.439328 0.886043
3329.441643 0.908770
3329.443958 0.927186
3329.446273 0.949061
3329.448588 0.962511
3329.450902 0.978610
3329.453217 0.993029
3329.455532 1.011927
3329.457847 1.013117
3329.460162 1.033258
3329.462477 1.038280
3329.464791 1.053521
3329.467106 1.062848
3329.469421 1.075060
3329.471736 1.081658
3329.474051 1.094816
3329.476366 1.098766
3329.478680 1.100777
3329.480995 1.105871
3329.483310 1.120616
3329.485625 1.116268
3329.487940 1.116239
3329.490255 1.121542
3329.492570 1.132302
3329.494884 1.126365
3329.497199 1.122476
3329.499514 1.119560
3329.501829 1.119431
3329.504144 1.116141
3329.506459 1.108569
3329.508773 1.097870
3329.511088 1.102507
3329.513403 1.091676
3329.515718 1.084102
3329.518033 1.080242
3329.520348 1.072118
3329.522662 1.056430
3329.524977 1.045349
3329.527292 1.044971
3329.529607 1.037234
3329.531922 1.018463
3329.534237 1.007400
3329.536552 0.993430
3329.538866 0.979605
3329.541181 0.961039
3329.543496 0.956786
3329.545811 0.935429
3329.548126 0.915651
3329.550441 0.899608
3329.552755 0.870658
3329.555070 0.848442
3329.557385 0.825832
3329.559700 0.803167
3329.562015 0.788808
3329.564330 0.794021
3329.566645 0.788372
3329.568959 0.790125
3329.571274 0.795362
3329.573589 0.788255
3329.575904 0.788574
3329.578219 0.794215
3329.580534 0.791733
3329.582848 0.793814
3329.585163 0.787702
3329.587478 0.786999
3329.589793 0.796204
3329.592108 0.796169
3329.594423 0.797202
3329.596737 0.800849
3329.599052 0.807435
3329.601367 0.824597
3329.603682 0.847681
3329.605997 0.870187
3329.608312 0.901359
3329.610627 0.920975
3329.612941 0.934090
3329.615256 0.964194
3329.617571 0.988720
3329.619886 0.992895
3329.622201 1.010669
3329.624516 1.031853
3329.626830 1.038934
3329.629145 1.056133
3329.631460 1.063043
3329.633775 1.065758
3329.636090 1.084754
3329.638405 1.094088
3329.640720 1.107682
3329.643034 1.112752
3329.645349 1.118510
3329.647664 1.137511
3329.649979 1.136420
3329.652294 1.138533
3329.654609 1.150182
3329.656923 1.145154
3329.659238 1.158712
3329.661553 1.159973
3329.663868 1.156276
3329.666183 1.167430
3329.668498 1.157744
3329.670812 1.160248
3329.673127 1.157125
3329.675442 1.150430
3329.677757 1.149995
3329.680072 1.140172
3329.682387 1.132501
3329.684702 1.121926
3329.687016 1.118483
3329.689331 1.106709
3329.691646 1.098382
3329.693961 1.094222
3329.696276 1.081531
3329.698591 1.059510
3329.700905 1.056025
3329.703220 1.035540
3329.705535 1.016599
3329.707850 1.004846
3329.710165 0.995415
3329.712480 0.971446
3329.714794 0.953030
3329.717109 0.933023
3329.719424 0.913414
3329.721739 0.896167
3329.724054 0.870217
3329.726369 0.846695
3329.728684 0.829168
3329.730998 0.810476
3329.733313 0.797045
3329.735628 0.796209
3329.737943 0.793694
3329.740258 0.785680
3329.742573 0.782200
3329.744887 0.782618
3329.747202 0.788530
3329.749517 0.785658
3329.751832 0.777232
3329.754147 0.774232
3329.756462 0.772727
3329.758777 0.787528
3329.761091 0.781148
3329.763406 0.790997
3329.765721 0.791170
3329.768036 0.806568
3329.770351 0.818372
3329.772666 0.837751
3329.774980 0.858572
3329.777295 0.874245
3329.779610 0.899418
3329.781925 0.916163
3329.784240 0.938168
3329.786555 0.953758
3329.788870 0.971865
3329.791184 0.983853
3329.793499 0.999386
3329.795814 1.010565
3329.798129 1.025535
3329.800444 1.040603
3329.802759 1.043332
3329.805073 1.061377
3329.807388 1.072529
3329.809703 1.067068
3329.812018 1.091415
3329.814333 1.093618
3329.816648 1.098714
3329.818962 1.106989
3329.821277 1.117344
3329.823592 1.111531
3329.825907 1.121950
3329.828222 1.121831
3329.830537 1.118376
3329.832852 1.126052
3329.835166 1.121571
3329.837481 1.125179
3329.839796 1.121351
3329.842111 1.119208
3329.844426 1.122233
3329.846741 1.109342
3329.849055 1.102363
3329.851370 1.105014
3329.853685 1.088600
3329.856000 1.088792
3329.858315 1.070745
3329.860630 1.059643
3329.862945 1.057417
3329.865259 1.043596
3329.867574 1.032912
3329.869889 1.024203
3329.872204 1.020159
3329.874519 1.001987
3329.876834 0.989784
3329.879148 0.974245
3329.881463 0.963892
3329.883778 0.949189
3329.886093 0.925022
3329.888408 0.904313
3329.890723 0.884586
3329.893037 0.860158
3329.895352 0.837947
3329.897667 0.815219
3329.899982 0.796703
3329.902297 0.794161
3329.904612 0.790801
3329.906927 0.795068
3329.909241 0.796909
3329.911556 0.794364
3329.913871 0.788055
3329.916186 0.790881
3329.918501 0.792205
3329.920816 0.791496
3329.923130 0.793164
3329.925445 0.788088
3329.927760 0.793520
3329.930075 0.795072
3329.932390 0.799750
3329.934705 0.797838
3329.937020 0.798663
3329.939334 0.813770
3329.941649 0.836484
